age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,annual-income
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,Black,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Local-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,9th,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,1st-4th,0,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,0,Cambodia,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
1,Private,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,1,1,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Some-college,0,Never-married,Tech-support,Own-child,White,Female,0,0,0,Ecuador,<=50K
0,Self-emp-not-inc,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Some-college,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Widowed,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Separated,Adm-clerical,Unmarried,Black,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Divorced,Exec-managerial,Not-in-family,White,Male,1,0,1,United-States,>50K
0,Self-emp-not-inc,Some-college,0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-voc,1,Separated,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,Mexico,<=50K
1,Private,Assoc-voc,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-acdm,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,>50K
1,Local-gov,HS-grad,0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-not-inc,7th-8th,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,Canada,<=50K
0,Self-emp-inc,Some-college,0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Self-emp-inc,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,0,United-States,>50K
1,Federal-gov,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Some-college,0,Married-spouse-absent,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Local-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,1,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,1,United-States,>50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,Some-college,0,Divorced,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Female,0,0,1,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,<=50K
1,Federal-gov,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,1,0,1,Germany,>50K
0,Private,10th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,Federal-gov,Some-college,0,Divorced,Exec-managerial,Unmarried,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
1,Federal-gov,Assoc-acdm,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Female,1,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Assoc-acdm,1,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,Jamaica,<=50K
0,Private,Some-college,0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Federal-gov,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Assoc-voc,1,Never-married,Exec-managerial,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
1,Private,Masters,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,0,South,<=50K
0,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,0,United-States,>50K
0,Private,Some-college,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,10th,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,1,Puerto-Rico,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,0,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,9th,0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,0,United-States,>50K
0,Local-gov,11th,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
1,Self-emp-not-inc,Bachelors,1,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,0,0,0,Jamaica,>50K
1,Private,HS-grad,0,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,1,Canada,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
1,Federal-gov,Some-college,0,Separated,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Self-emp-inc,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,1,0,0,United-States,>50K
1,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Craft-repair,Other-relative,White,Male,0,0,0,Mexico,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,11th,0,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
0,Private,Some-college,0,Never-married,Sales,Own-child,White,Male,0,1,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,11th,0,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Local-gov,Some-college,0,Married-civ-spouse,Exec-managerial,Wife,White,Female,1,0,0,United-States,>50K
0,Private,Bachelors,1,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,1,Taiwan,<=50K
1,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,1,0,1,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Assoc-acdm,1,Divorced,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,9th,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Self-emp-inc,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,1,United-States,>50K
1,Private,Some-college,0,Widowed,Exec-managerial,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Other-service,Other-relative,White,Male,0,0,1,United-States,<=50K
1,Private,11th,0,Separated,Machine-op-inspct,Unmarried,Black,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,0,United-States,>50K
0,Private,HS-grad,0,Divorced,Craft-repair,Unmarried,Black,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Some-college,0,Divorced,Sales,Unmarried,White,Female,0,1,1,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Canada,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,Mexico,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Self-emp-not-inc,Assoc-acdm,1,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,State-gov,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,Iran,>50K
1,Private,Assoc-voc,1,Never-married,Tech-support,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
1,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Self-emp-inc,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
1,Self-emp-inc,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,1,United-States,>50K
1,Private,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
0,Private,11th,0,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,1,United-States,<=50K
1,Local-gov,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,>50K
1,Private,HS-grad,0,Separated,Other-service,Not-in-family,Black,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Exec-managerial,Own-child,White,Female,0,0,0,Yugoslavia,<=50K
1,Federal-gov,Some-college,0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,10th,0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Self-emp-inc,Some-college,0,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Self-emp-inc,Bachelors,1,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Sales,Other-relative,White,Male,0,0,1,United-States,<=50K
1,Self-emp-not-inc,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Italy,<=50K
0,State-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,Canada,<=50K
0,State-gov,HS-grad,0,Divorced,Protective-serv,Own-child,Other,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,HS-grad,0,Divorced,Farming-fishing,Unmarried,White,Male,0,0,1,United-States,<=50K
0,State-gov,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Widowed,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,>50K
1,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Assoc-voc,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,12th,0,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,10th,0,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,<=50K
1,Private,10th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-not-inc,Prof-school,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
1,State-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,State-gov,Some-college,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Divorced,Exec-managerial,Unmarried,White,Female,1,0,1,United-States,>50K
1,Federal-gov,Prof-school,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,>50K
0,Private,Bachelors,1,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,0,India,<=50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Male,0,1,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Widowed,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,0,Jamaica,<=50K
1,Private,10th,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0,United-States,>50K
0,Private,Some-college,0,Never-married,Other-service,Own-child,White,Male,0,0,0,Canada,<=50K
0,Private,Assoc-voc,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,Canada,<=50K
0,Private,Assoc-acdm,1,Separated,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
1,Private,11th,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
0,Local-gov,Bachelors,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,1,0,1,United-States,>50K
0,Private,11th,0,Divorced,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,State-gov,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,1,United-States,<=50K
1,Private,7th-8th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,Assoc-voc,1,Divorced,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,>50K
0,Private,Bachelors,1,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,1,United-States,<=50K
1,Local-gov,Bachelors,1,Divorced,Prof-specialty,Unmarried,White,Female,0,1,0,United-States,<=50K
1,Private,Assoc-acdm,1,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,1,United-States,<=50K
1,Private,Some-college,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,Outlying-US(Guam-USVI-etc),<=50K
0,Self-emp-inc,HS-grad,0,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,0,India,<=50K
0,Private,Some-college,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Federal-gov,Bachelors,1,Divorced,Exec-managerial,Other-relative,White,Female,0,0,1,United-States,<=50K
1,Federal-gov,HS-grad,0,Never-married,Adm-clerical,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,10th,0,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Local-gov,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,0,India,<=50K
1,Private,1st-4th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,7th-8th,0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Self-emp-not-inc,12th,0,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
1,Private,10th,0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,<=50K
1,Local-gov,Some-college,0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Divorced,Handlers-cleaners,Own-child,Asian-Pac-Islander,Female,0,0,0,Philippines,<=50K
0,Self-emp-not-inc,HS-grad,0,Never-married,Machine-op-inspct,Own-child,White,Male,1,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,10th,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,<=50K
0,Local-gov,Bachelors,1,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,0,Germany,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,0,Philippines,<=50K
1,State-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
1,Private,Assoc-voc,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,1,0,1,United-States,>50K
0,Private,HS-grad,0,Divorced,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,<=50K
0,Private,Assoc-voc,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,>50K
0,Private,10th,0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,Assoc-acdm,1,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,0,United-States,>50K
1,Self-emp-not-inc,Bachelors,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,<=50K
1,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,1,0,1,United-States,>50K
1,Self-emp-not-inc,Some-college,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,1,0,0,United-States,>50K
0,State-gov,HS-grad,0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,<=50K
1,Private,HS-grad,0,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
1,Private,11th,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,0,United-States,>50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Private,Bachelors,1,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,State-gov,Some-college,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,<=50K
1,Self-emp-not-inc,HS-grad,0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
0,Private,Some-college,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Local-gov,7th-8th,0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Other-service,Unmarried,White,Female,0,0,0,Mexico,<=50K
0,Private,Assoc-voc,1,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Some-college,0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
1,Private,Bachelors,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,0,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,>50K
0,Local-gov,Masters,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,<=50K
0,Private,HS-grad,0,Never-married,Protective-serv,Own-child,White,Male,1,0,0,United-States,<=50K
0,Private,HS-grad,0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
1,Private,HS-grad,0,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,<=50K
0,Private,Masters,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1,1,United-States,>50K
0,Private,11th,0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,<=50K
0,Self-emp-inc,HS-grad,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,United-States,<=50K
0,Private,Bachelors,1,Married-civ-spouse,Prof-specialty,Wife,Black,Female,1,0,0,United-States,>50K
1,Private,HS-grad,0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,0,Trinadad&Tobago,<=50K
